method,sample_id,split,dataset,budget,dense_correct,dense_reliant,eligible_interventions,answer_fidelity,intervention_pass,intervention_answer_fidelity,legacy_flip_safe,reference_safe,combined_gold_safe,safety_pattern_64_128_256_432,minimum_observed_safe_budget,monotonic
fastv,mmstar_001035,prospective,mmstar,432,True,True,gray|blur|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,mmstar_001039,prospective,mmstar,64,False,True,gray|blur|irrelevant,True,True,True,True,True,,1111,64,True
fastv,mmstar_001039,prospective,mmstar,128,False,True,gray|blur|irrelevant,True,True,True,True,True,,1111,64,True
fastv,mmstar_001039,prospective,mmstar,256,False,True,gray|blur|irrelevant,True,False,True,False,True,,1111,64,True
fastv,mmstar_001039,prospective,mmstar,432,False,True,gray|blur|irrelevant,True,True,True,True,True,,1111,64,True
fastv,mmstar_001044,prospective,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001044,prospective,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001044,prospective,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001044,prospective,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001048,prospective,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001048,prospective,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001048,prospective,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001048,prospective,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001059,prospective,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001059,prospective,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001059,prospective,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001059,prospective,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001061,prospective,mmstar,64,False,True,gray|blur|irrelevant,False,False,True,False,False,,0001,432,True
fastv,mmstar_001061,prospective,mmstar,128,False,True,gray|blur|irrelevant,False,False,True,False,False,,0001,432,True
fastv,mmstar_001061,prospective,mmstar,256,False,True,gray|blur|irrelevant,False,False,True,False,False,,0001,432,True
fastv,mmstar_001061,prospective,mmstar,432,False,True,gray|blur|irrelevant,True,True,True,True,True,,0001,432,True
fastv,mmstar_001066,prospective,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001066,prospective,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001066,prospective,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001066,prospective,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001068,prospective,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001068,prospective,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001068,prospective,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001068,prospective,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001069,prospective,mmstar,64,False,True,gray|blur,True,False,False,False,False,,0001,432,True
fastv,mmstar_001069,prospective,mmstar,128,False,True,gray|blur,True,False,False,False,False,,0001,432,True
fastv,mmstar_001069,prospective,mmstar,256,False,True,gray|blur,True,False,False,False,False,,0001,432,True
fastv,mmstar_001069,prospective,mmstar,432,False,True,gray|blur,True,True,True,True,True,,0001,432,True
fastv,mmstar_001083,prospective,mmstar,64,True,False,,False,True,True,False,False,,0111,128,True
fastv,mmstar_001083,prospective,mmstar,128,True,False,,True,True,True,True,True,,0111,128,True
fastv,mmstar_001083,prospective,mmstar,256,True,False,,True,True,True,True,True,,0111,128,True
fastv,mmstar_001083,prospective,mmstar,432,True,False,,True,True,True,True,True,,0111,128,True
fastv,mmstar_001094,prospective,mmstar,64,False,True,blur,True,True,True,True,True,,1111,64,True
fastv,mmstar_001094,prospective,mmstar,128,False,True,blur,True,True,True,True,True,,1111,64,True
fastv,mmstar_001094,prospective,mmstar,256,False,True,blur,True,True,True,True,True,,1111,64,True
fastv,mmstar_001094,prospective,mmstar,432,False,True,blur,True,True,True,True,True,,1111,64,True
fastv,mmstar_001097,prospective,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001097,prospective,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001097,prospective,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001097,prospective,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001103,prospective,mmstar,64,True,True,blur|irrelevant,True,False,False,False,False,False,0111,128,True
fastv,mmstar_001103,prospective,mmstar,128,True,True,blur|irrelevant,True,True,True,True,True,True,0111,128,True
fastv,mmstar_001103,prospective,mmstar,256,True,True,blur|irrelevant,True,True,True,True,True,True,0111,128,True
fastv,mmstar_001103,prospective,mmstar,432,True,True,blur|irrelevant,True,True,True,True,True,True,0111,128,True
fastv,mmstar_001104,prospective,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001104,prospective,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001104,prospective,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001104,prospective,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001112,prospective,mmstar,64,False,True,gray,False,True,False,False,False,,0001,432,True
fastv,mmstar_001112,prospective,mmstar,128,False,True,gray,True,False,False,False,False,,0001,432,True
fastv,mmstar_001112,prospective,mmstar,256,False,True,gray,True,False,False,False,False,,0001,432,True
fastv,mmstar_001112,prospective,mmstar,432,False,True,gray,True,True,True,True,True,,0001,432,True
fastv,mmstar_001115,prospective,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001115,prospective,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001115,prospective,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001115,prospective,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001121,prospective,mmstar,64,False,True,gray|blur,False,True,False,False,False,,0001,432,True
fastv,mmstar_001121,prospective,mmstar,128,False,True,gray|blur,False,True,False,False,False,,0001,432,True
fastv,mmstar_001121,prospective,mmstar,256,False,True,gray|blur,True,False,False,False,False,,0001,432,True
fastv,mmstar_001121,prospective,mmstar,432,False,True,gray|blur,True,True,True,True,True,,0001,432,True
fastv,mmstar_001122,prospective,mmstar,64,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001122,prospective,mmstar,128,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001122,prospective,mmstar,256,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001122,prospective,mmstar,432,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001126,prospective,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001126,prospective,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001126,prospective,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001126,prospective,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001131,prospective,mmstar,64,False,True,gray|irrelevant,False,False,True,False,False,,0001,432,True
fastv,mmstar_001131,prospective,mmstar,128,False,True,gray|irrelevant,False,False,True,False,False,,0001,432,True
fastv,mmstar_001131,prospective,mmstar,256,False,True,gray|irrelevant,False,False,True,False,False,,0001,432,True
fastv,mmstar_001131,prospective,mmstar,432,False,True,gray|irrelevant,True,True,True,True,True,,0001,432,True
fastv,mmstar_001133,prospective,mmstar,64,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001133,prospective,mmstar,128,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001133,prospective,mmstar,256,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001133,prospective,mmstar,432,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001137,prospective,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001137,prospective,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001137,prospective,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001137,prospective,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001146,prospective,mmstar,64,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001146,prospective,mmstar,128,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001146,prospective,mmstar,256,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001146,prospective,mmstar,432,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001159,prospective,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001159,prospective,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001159,prospective,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001159,prospective,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001160,prospective,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001160,prospective,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001160,prospective,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001160,prospective,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001169,prospective,mmstar,64,False,True,gray|blur|irrelevant,False,False,True,False,False,,0111,128,True
fastv,mmstar_001169,prospective,mmstar,128,False,True,gray|blur|irrelevant,True,True,True,True,True,,0111,128,True
fastv,mmstar_001169,prospective,mmstar,256,False,True,gray|blur|irrelevant,True,True,True,True,True,,0111,128,True
fastv,mmstar_001169,prospective,mmstar,432,False,True,gray|blur|irrelevant,True,True,True,True,True,,0111,128,True
fastv,mmstar_001188,prospective,mmstar,64,False,True,blur,True,False,False,False,False,,0001,432,True
fastv,mmstar_001188,prospective,mmstar,128,False,True,blur,True,False,False,False,False,,0001,432,True
fastv,mmstar_001188,prospective,mmstar,256,False,True,blur,True,False,False,False,False,,0001,432,True
fastv,mmstar_001188,prospective,mmstar,432,False,True,blur,True,True,True,True,True,,0001,432,True
fastv,mmstar_001191,prospective,mmstar,64,False,False,,False,True,True,False,False,,0001,432,True
fastv,mmstar_001191,prospective,mmstar,128,False,False,,False,True,True,False,False,,0001,432,True
fastv,mmstar_001191,prospective,mmstar,256,False,False,,False,True,True,False,False,,0001,432,True
fastv,mmstar_001191,prospective,mmstar,432,False,False,,True,True,True,True,True,,0001,432,True
fastv,mmstar_001194,prospective,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001194,prospective,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001194,prospective,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001194,prospective,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001195,prospective,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001195,prospective,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001195,prospective,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001195,prospective,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001209,prospective,mmstar,64,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001209,prospective,mmstar,128,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001209,prospective,mmstar,256,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001209,prospective,mmstar,432,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001213,prospective,mmstar,64,False,False,,False,True,True,False,False,,0111,128,True
fastv,mmstar_001213,prospective,mmstar,128,False,False,,True,True,True,True,True,,0111,128,True
fastv,mmstar_001213,prospective,mmstar,256,False,False,,True,True,True,True,True,,0111,128,True
fastv,mmstar_001213,prospective,mmstar,432,False,False,,True,True,True,True,True,,0111,128,True
fastv,mmstar_001221,prospective,mmstar,64,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001221,prospective,mmstar,128,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001221,prospective,mmstar,256,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001221,prospective,mmstar,432,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001224,prospective,mmstar,64,False,False,,False,True,True,False,False,,0011,256,True
fastv,mmstar_001224,prospective,mmstar,128,False,False,,False,True,True,False,False,,0011,256,True
fastv,mmstar_001224,prospective,mmstar,256,False,False,,True,True,True,True,True,,0011,256,True
fastv,mmstar_001224,prospective,mmstar,432,False,False,,True,True,True,True,True,,0011,256,True
fastv,mmstar_001226,prospective,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001226,prospective,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001226,prospective,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001226,prospective,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001227,prospective,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001227,prospective,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001227,prospective,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001227,prospective,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001228,prospective,mmstar,64,False,True,gray|blur,True,False,False,False,False,,0001,432,True
fastv,mmstar_001228,prospective,mmstar,128,False,True,gray|blur,True,False,False,False,False,,0001,432,True
fastv,mmstar_001228,prospective,mmstar,256,False,True,gray|blur,True,False,False,False,False,,0001,432,True
fastv,mmstar_001228,prospective,mmstar,432,False,True,gray|blur,True,True,True,True,True,,0001,432,True
fastv,mmstar_001230,prospective,mmstar,64,False,True,gray|blur,False,False,False,False,False,,0000,full,True
fastv,mmstar_001230,prospective,mmstar,128,False,True,gray|blur,False,False,False,False,False,,0000,full,True
fastv,mmstar_001230,prospective,mmstar,256,False,True,gray|blur,False,False,False,False,False,,0000,full,True
fastv,mmstar_001230,prospective,mmstar,432,False,True,gray|blur,False,False,True,False,False,,0000,full,True
fastv,mmstar_001241,prospective,mmstar,64,False,False,,False,True,True,False,False,,0001,432,True
fastv,mmstar_001241,prospective,mmstar,128,False,False,,False,True,True,False,False,,0001,432,True
fastv,mmstar_001241,prospective,mmstar,256,False,False,,False,True,True,False,False,,0001,432,True
fastv,mmstar_001241,prospective,mmstar,432,False,False,,True,True,True,True,True,,0001,432,True
fastv,mmstar_001246,prospective,mmstar,64,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001246,prospective,mmstar,128,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001246,prospective,mmstar,256,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001246,prospective,mmstar,432,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001247,prospective,mmstar,64,False,True,blur,True,True,True,True,True,,1111,64,True
fastv,mmstar_001247,prospective,mmstar,128,False,True,blur,True,True,True,True,True,,1111,64,True
fastv,mmstar_001247,prospective,mmstar,256,False,True,blur,True,True,True,True,True,,1111,64,True
fastv,mmstar_001247,prospective,mmstar,432,False,True,blur,True,True,True,True,True,,1111,64,True
fastv,mmstar_001249,prospective,mmstar,64,False,True,gray,True,True,True,True,True,,1111,64,True
